Loss,Accuracy,Fscore,layers,weights,biases,units,optim,lr,batch size,epochs
2.444751501083374,0.2380310182063385,0.22112071351291737,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.0010000000474974513,100.0,25.0
2.5639779567718506,0.2471341874578557,0.20968597169647837,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.0010000000474974513,100.0,25.0
2.430302858352661,0.19656102494942684,0.10663713342523252,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.0010000000474974513,100.0,25.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.009999999776482582,100.0,25.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.009999999776482582,100.0,25.0
2.322507381439209,0.23904248145650708,0.18762269118896824,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.009999999776482582,100.0,25.0
15.080147743225098,0.06439649359406609,0.008642925019231638,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.004999999888241291,100.0,25.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.004999999888241291,100.0,25.0
2.3250882625579834,0.2403910991233985,0.1807243969829986,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.004999999888241291,100.0,25.0
2.7435994148254395,0.2002697235333783,0.13635401062787256,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.0010000000474974513,200.0,25.0
2.42978572845459,0.2380310182063385,0.2216357947455593,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.0010000000474974513,200.0,25.0
2.4641690254211426,0.19184086311530682,0.08982169789337179,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.0010000000474974513,200.0,25.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.009999999776482582,200.0,25.0
14.351949691772461,0.1095751854349292,0.014107739723054218,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.009999999776482582,200.0,25.0
2.3389737606048584,0.24106540795684422,0.15012492377854367,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.009999999776482582,200.0,25.0
15.259479522705078,0.053270397842211735,0.007225169197000183,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.004999999888241291,200.0,25.0
14.351949691772461,0.1095751854349292,0.014107739723054218,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.004999999888241291,200.0,25.0
2.3607513904571533,0.2299393122049899,0.16225873962434398,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.004999999888241291,200.0,25.0
2.615246057510376,0.16183412002697237,0.11917581152774637,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.0010000000474974513,400.0,25.0
2.4189634323120117,0.23027646662171275,0.18986532489095637,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.0010000000474974513,400.0,25.0
2.5033721923828125,0.17869184086311532,0.061597803607870434,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.0010000000474974513,400.0,25.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.009999999776482582,400.0,25.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.009999999776482582,400.0,25.0
2.501508951187134,0.1604855023600809,0.09413510930814382,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.009999999776482582,400.0,25.0
14.770391464233398,0.08361429534726905,0.011023202062405547,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.004999999888241291,400.0,25.0
14.351949691772461,0.1095751854349292,0.014107739723054218,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.004999999888241291,400.0,25.0
2.428405284881592,0.21308159136884694,0.10975985792823335,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.004999999888241291,400.0,25.0
3.187774896621704,0.26567768037761297,0.2556208003959006,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.0010000000474974513,100.0,50.0
3.488417625427246,0.26803776129467294,0.2721301172941404,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.0010000000474974513,100.0,50.0
2.361950159072876,0.23027646662171275,0.14566333219057412,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.0010000000474974513,100.0,50.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.009999999776482582,100.0,50.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.009999999776482582,100.0,50.0
2.344236373901367,0.24275118004045854,0.2391326358875538,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.009999999776482582,100.0,50.0
15.259479522705078,0.053270397842211735,0.007225169197000183,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.004999999888241291,100.0,50.0
15.259479522705078,0.053270397842211735,0.007225169197000183,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.004999999888241291,100.0,50.0
2.2995235919952393,0.25657451112609575,0.19959378908390643,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.004999999888241291,100.0,50.0
2.9948978424072266,0.2356709372892785,0.1931659338286071,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.0010000000474974513,200.0,50.0
3.0538437366485596,0.24072825354012137,0.24600126228514,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.0010000000474974513,200.0,50.0
2.409412145614624,0.21375590020229265,0.12794789040986068,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.0010000000474974513,200.0,50.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.009999999776482582,200.0,50.0
14.770391464233398,0.08361429534726905,0.011023202062405547,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.009999999776482582,200.0,50.0
2.291409969329834,0.25758597437626435,0.19610491413179415,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.009999999776482582,200.0,50.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.004999999888241291,200.0,50.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.004999999888241291,200.0,50.0
2.3349781036376953,0.23870532703978423,0.17401826123252287,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.004999999888241291,200.0,50.0
2.580216407775879,0.2174645987862441,0.1772669365979051,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.0010000000474974513,400.0,50.0
2.638489246368408,0.23870532703978423,0.2355454380259506,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.0010000000474974513,400.0,50.0
2.4671473503112793,0.1871207012811868,0.10061245336062259,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.0010000000474974513,400.0,50.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.009999999776482582,400.0,50.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.009999999776482582,400.0,50.0
2.3284873962402344,0.24207687120701282,0.16533500141378452,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.009999999776482582,400.0,50.0
15.259479522705078,0.053270397842211735,0.007225169197000183,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.004999999888241291,400.0,50.0
