Loss,Accuracy,Fscore,layers,weights,biases,units,optim,lr,batch size,epochs
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.004999999888241291,400.0,50.0
2.3650989532470703,0.21813890761968982,0.12462709519569418,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.004999999888241291,400.0,50.0
4.343975067138672,0.25623735670937287,0.2440870863880355,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.0010000000474974513,100.0,100.0
6.385559558868408,0.25724881995954146,0.24201145469772634,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.0010000000474974513,100.0,100.0
2.3332927227020264,0.24106540795684422,0.18639708438793676,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.0010000000474974513,100.0,100.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.009999999776482582,100.0,100.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.009999999776482582,100.0,100.0
3.013741970062256,0.2744436952124073,0.22476015436780056,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.009999999776482582,100.0,100.0
15.406206130981445,0.04416722859069454,0.00604271414733152,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.004999999888241291,100.0,100.0
14.351949691772461,0.1095751854349292,0.014107739723054218,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.004999999888241291,100.0,100.0
2.4077985286712646,0.2552258934592043,0.2405341057363494,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.004999999888241291,100.0,100.0
4.851068019866943,0.1820633850303439,0.19008590380127194,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.0010000000474974513,200.0,100.0
5.358890533447266,0.28455832771409306,0.2753289863923626,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.0010000000474974513,200.0,100.0
2.363729476928711,0.23263654753877275,0.1450734607985366,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.0010000000474974513,200.0,100.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.009999999776482582,200.0,100.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.009999999776482582,200.0,100.0
2.4711849689483643,0.2612946729602158,0.21703712270412082,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.009999999776482582,200.0,100.0
14.351949691772461,0.1095751854349292,0.014107739723054218,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.004999999888241291,200.0,100.0
14.846471786499023,0.07889413351314903,0.010446428571428574,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.004999999888241291,200.0,100.0
2.3365466594696045,0.2494942683749157,0.19926555854234387,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.004999999888241291,200.0,100.0
2.838918924331665,0.2363452461227242,0.2024489837301369,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.0010000000474974513,400.0,100.0
3.898921489715576,0.25050573162508427,0.245555829976636,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.0010000000474974513,400.0,100.0
2.412101984024048,0.21207012811867834,0.1238004159736473,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.0010000000474974513,400.0,100.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.009999999776482582,400.0,100.0
13.41181468963623,0.16790289952798382,0.020537776311448368,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.009999999776482582,400.0,100.0
2.366196393966675,0.2329737019554956,0.19761678233271754,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.009999999776482582,400.0,100.0
14.351946830749512,0.1095751854349292,0.014107739723054218,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Nadam,0.004999999888241291,400.0,100.0
14.927987098693848,0.07383681726230613,0.009822830230993496,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,Adam,0.004999999888241291,400.0,100.0
2.3377327919006348,0.22387053270397841,0.1844079978044538,2,"('random_normal_initializer',)","('random_normal_initializer',)",256,SGD,0.004999999888241291,400.0,100.0
