,Set,precision,recall,fscore
0,Seeds Bagging est=30 bootstrap: False max_depth: None Fold:10,0.6222056425098241,0.4515828516329335,0.44104065927109476
0,Seeds Bagging est=30 bootstrap: False max_depth: None Fold:8,0.6261798706561855,0.45144522773417284,0.44066117725200493
0,Seeds Bagging est=30 bootstrap: False max_depth: None Fold:5,0.6296317154737134,0.45151651179614255,0.4405340821338865
0,Seeds Bagging est=30 bootstrap: True max_depth: None Fold:10,0.6317652632166066,0.4514141166845358,0.44029017035806817
0,Seeds Bagging est=30 bootstrap: True max_depth: None Fold:8,0.6363469661631742,0.4513887404195378,0.4399923878326405
0,Seeds Bagging est=30 bootstrap: True max_depth: None Fold:5,0.6402094100082714,0.45141356098657365,0.4397877301063956
0,Seeds Bagging est=30 bootstrap: False max_depth: 10 Fold:10,0.6427339455413831,0.4514651168747194,0.4396689022590099
0,Seeds Bagging est=30 bootstrap: False max_depth: 10 Fold:8,0.647798156724517,0.451306520777844,0.4391940293642913
0,Seeds Bagging est=30 bootstrap: False max_depth: 10 Fold:5,0.6521878756039812,0.45138400315752797,0.4390190092985145
0,Seeds Bagging est=30 bootstrap: True max_depth: 10 Fold:10,0.6549548110110051,0.45130054150556664,0.4387585346591988
0,Seeds Bagging est=30 bootstrap: True max_depth: 10 Fold:8,0.6607445463471938,0.45119721722925804,0.4383066764225492
0,Seeds Bagging est=30 bootstrap: True max_depth: 10 Fold:5,0.6658163850117578,0.4513341069020997,0.4381575999594955
0,Seeds Bagging est=30 bootstrap: False max_depth: 5 Fold:10,0.6690677787820328,0.4513548228477845,0.43796495158688303
0,Seeds Bagging est=30 bootstrap: False max_depth: 5 Fold:8,0.6757330565919982,0.4512456215043832,0.4374619302723476
0,Seeds Bagging est=30 bootstrap: False max_depth: 5 Fold:5,0.6816153122583707,0.45134084010147696,0.437207305904986
0,Seeds Bagging est=30 bootstrap: True max_depth: 5 Fold:10,0.6852958164094944,0.45124381640513284,0.4368671969296175
0,Seeds Bagging est=30 bootstrap: True max_depth: 5 Fold:8,0.6931002156884154,0.45112208324399883,0.4362762169214
0,Seeds Bagging est=30 bootstrap: True max_depth: 5 Fold:5,0.6999234776031562,0.45127924285658655,0.4360449298059986
