,Set,precision,recall,fscore
0,IrisK:5 Folds:8distance_weighted_vote euclidean,0.9270833333333334,0.9226190476190476,0.9208763458763459
0,GlassK:5 Folds:8distance_weighted_vote euclidean,0.6558717902467903,0.5956597222222222,0.5430720187261278
0,WineK:5 Folds:8distance_weighted_vote euclidean,0.3179443514700547,0.2624671834316103,0.25337256240051526
0,seeds K:5 Folds:8distance_weighted_vote euclidean,0.9001563251563254,0.8906250000000001,0.8893698195652532
