,Set,precision,recall,fscore
0,IrisK:0 Folds:8majority manhattan,0.9451884920634921,0.941468253968254,0.9409867909867912
0,GlassK:0 Folds:8majority manhattan,0.8179510304510305,0.5238425925925926,0.4888209035434437
0,WineK:0 Folds:8majority manhattan,0.7756407562451842,0.2621157370930906,0.2559941874358519
0,seeds K:0 Folds:8majority manhattan,0.9263888888888893,0.9189814814814817,0.9180118392386197
